start	end	text
1140160	1144880	with the dragon tattoo ending I've been saying that to you for fucking years um David I'm going
1144880	1150160	for the girl with the dragon tattoo ending I know and I don't pay any attention to the girl with the
1150160	1156880	dragon tattoo I should I should I'm pretty sure I've seen it anyway so the widow's there you
1156880	1162080	she asked you what is it you want she's crying you say I'm looking for connections
1163680	1168240	you want to understand how did she talk to luka did you know me with her yeah okay although the
1168240	1177600	language barrier was really something so did his daughter's help no um okay he's got a lovely daughter
1177600	1186560	so you um are asking him and her you're trying to figure out is there something that kind of links
1186560	1194640	the deaths of your father and david rossi yeah and then also mckaylee fights a lot yeah um so you
1194640	1201120	talked for an hour so uh and but the language barrier is too much you offered to get a translator
1201680	1207360	he said I can't mind I'm staying at the hotel now directly across the yep I've got that yep um
1207360	1216160	it uh it's two level sweet and a duplex duplex with frescoed ceiling yeah it's beautiful um
1217440	1222160	I've stayed in a hotel near there actually it's uh with also a frescoed ceiling yeah yeah
1222160	1225680	which one I don't remember it's years ago um
1233360	1237040	okay so you offered a hired translator he says no the stuff we're talking about is too sensitive
1237120	1241360	to have a stranger he instead invites you for lunch the next day and his two daughters would
1241360	1246240	translate but did you put in keep in mind that this david rossi's story is like the oj simpson
1246240	1256480	story of sienna yes yes it's huge so that's why he was so paranoid um okay so you come next day
1257680	1261840	and he paints this kind of sordid picture of the corrupt relationship between doigcha and
1261840	1267760	monnie deposky talks about how faisola knew or should have known that these guys were up to no
1267760	1274000	good it talks about the monnie deposky's connections to the mob and corrupt local politicians and
1274000	1282560	that was complete open secret uh he told you the lawyer told you that rossi had been mixed up in
1282560	1289040	some bad stuff himself renting a car once a month and driving to switzerland to logano yeah to logano
1289040	1294960	to put cash and secret bank accounts for like local mobsters basically you know including uh one
1294960	1301360	cardinal scurrano and vatican if chief uh about a vatican financial officer yeah okay it was the
1301360	1307680	chief one but and so you're taking notes and like really intrigued by in fact he showed me these
1307680	1312560	notes yeah i still got them in the suitcase do you want me to pull them on no that's okay um
1316560	1323200	and it 13 pages of notes no you've showed them we we went over this last time i was here um
1325040	1333680	so um the way you explained this to me the last one i talked about this is which was a year ago
1333680	1338560	was that this was like really intriguing but you were also like a little bit jealous about it in
1338560	1343360	some ways like it was so simple it was obviously very complicated but like it seemed like rossi
1343360	1348320	had been murdered yeah right he like felt the window backwards those two guys approach yeah going back
1348320	1354480	to David Gray showing me this right yeah exactly and that is like much easier to understand in a
1354480	1360480	way even though it's complicated than what your dad did absolutely yeah um which is why i like this
1360480	1367280	theory but of course you like the theory that your dad was murdered you're extorted they're
1367280	1376880	forced to kill himself right this is my leading theory at the time okay okay so he gives you a
1376880	1385280	bunch of documents uh luca garachi and you leave tuscany yeah with tuscany and sienna well sienna's
1385280	1391040	in tuscany sorry okay tuscany's like the region yeah well more specifically it leaves yeah but
1391040	1395520	fine i can eat tuscany because it's tuscany it sounds a little broad in general it's like
1395520	1401920	it's about now with the tuscany because if you go to tuscany you go to tuscany well sienna is a tuscan
1401920	1406720	hilltown okay fine i don't have to figure about it but i it's now you don't want to figure about it
1406720	1412160	i mean it's it's it's it's it's move it's move you want to figure um i i'm going to tuscany like
1412160	1422480	we're in tuscany i'm going to okay okay okay i gotta do it uh um but but but but let's see so i'm
1422480	1432400	tuscany no um but florida's tuscany oh i don't think so i think florida's south it's really
1432400	1437200	further south i'm pretty sure i'm not plugging the internet here but if you really care it's easy
1437200	1445680	enough to look up uh find the bicker yeah okay so so okay you and i might need a little help with
1445680	1452880	the chronology here so you leave sienna yeah you go to germany i go to berlin you go to you go to
1452880	1458320	germany this tells me to get in touch with mort's enders okay well just hang on hang on a second
1458320	1463520	so you and julie reconnected this point she is an apartment in nuremberg that she's their sister
1463520	1470240	right yeah not yet not yet though i first goes to uh berlin uh to meet morris and then after that
1470240	1476160	i'm meeting sorry who's morris mort's mort's mort's who's he so he's the the german filmmaker
1476160	1480720	right okay yeah yeah i did that german thing and now he's at the dossier and that's where i spent
1480720	1486240	all that money and time in the dossier in berlin okay um and we shoot the documentary there for a
1486240	1490960	couple days about uh what i learned from david rossi because luke put me in touch with him he said
1490960	1494720	here's a film maker that's interested in the story i think you should speak to morris i called morris
1494720	1501440	he said meet me right away in berlin so go to berlin hang with morris wait i'm not this doesn't
1501440	1507600	actually matter i can tell by the picture it doesn't even matter to me what i want so i might i might
1507600	1512880	go and see julie first i don't remember it doesn't matter you go to germany you do some shit then you
1512880	1519440	and julie drive to nuremberg and on your way to nuremberg you stop in frankfurt yes right which you
1519440	1523680	you've never been to frankfurt never been to frankfurt okay and so you and julie are standing
1523680	1530720	outside the deutch event towers yeah and staring up at it and you told her that up there the guys
1530720	1537680	are responsible for your dad's death yeah and that she felt like a she could sense your visceral anger
1537680	1544480	and actually found that was scary yeah okay good we're set i don't need she also thought of being
1544480	1549760	followed all the time by this folks wagon some guy because we always saw the same license plate
1549760	1554240	around the steigenberger hotel i remember this and it's this there's this guy in the
1554240	1557760	fucking boats wagon the same license plate we keep passing him the highway all the time
1557760	1565440	he's asking about that okay um okay so we're gonna fast forward a little bit okay you end up in
1565440	1573520	prog julie's exited yeah see you guys the relationship kind of ended over a fight over money
1573520	1579280	no no she had a she was going on with some other girl she had a she met somebody else
1580400	1586080	and she didn't tell you that did she no she didn't uh but she did tell me there was a big a huge
1586080	1592880	fight over money that yeah no because i used her i had to use her account to get money from america
1592880	1598400	but it wasn't a fight over money it was because she was seeing some other girl she had a fair
1598400	1604640	with some girl and that's why i didn't it's like the fuck you i'm not going back to to to perler
1604640	1610160	to apsham and she said okay well whatever but you can still use my account because i still use her
1610160	1615760	account okay and then she had done some and i have all the documents i'm gonna i'm definitely i sent
1615760	1621040	you the bank statement i'm not at all interested in she took out a bunch of money that i had put in
1622080	1626400	and then when i cleared my money out because i got i got snow it's it's important because i got
1626400	1630640	stuck in prog and that's when all the credit cards were cancelled i'm on frozen yeah and we're
1630640	1639760	about to get into that so the um so you enjoy the breakup yes and you're in prog you're translating
1639760	1645200	money to posky documents yeah you're sharing them with a bunch of journalists yeah there's like a
1645200	1651120	small flurry of stories and other media about yeah this stuff that you've been planted um
1651200	1659680	um this is when i've got the view switch to oxy um i actually did that in amsterdam uh so when i
1659680	1668000	first before the car was uh uh someone had stolen the computer from the car i had seen a doctor and
1668000	1672960	started on about 20 milligrams he gave me like 30 20 milligram pills of oxy because i was still
1672960	1679280	kind of detoxing from france as decoding was you know harder to get in amsterdam and hamsters
1679280	1684480	hamster and get anything else why am i dealing with over the counter code code even i'm fucking
1684480	1690240	in amsterdam so i go i find a doctor who describes whatever you want because me oxy i run out of that
1690240	1697920	while i'm at uh league and bows and i switched to opium poppies so there's you can buy just dried
1697920	1703280	opium poppies you crush them up pour hot water on it let it sit for a couple minutes and you drink
1703280	1709440	opium tea and it's fucking glorious it's glorious and that got me through a lot of misery when i had
1709440	1714640	no money but you can always get the opium poppies for like a euro you know you can borrow a fucking
1714640	1720880	european somebody get 20 of them it's dirt cheap and it just was great um and then when i finally got
1720880	1724800	cash again that i went to the doctor it was in nuremberg it was a great doctor to prescribe me
1724800	1729840	80 milligrams like 200 tablets for two weeks okay so what i've got is that by the time you're in
1729920	1734480	prog you're it got me through it got me through it's you're doing about 10
1735360	1741120	80 milligram pills a day no not in prog that was in france when it got to france i was up to 10
1741840	1748480	so how many what were you doing in prog um i'd say uh about half that five maybe six a day okay
1748480	1754480	five yeah um
1757600	1764640	i've never done that or is that like an addiction at that point or is it what is an addiction is
1764640	1770720	a habit it's not like a habit you know i mean but what happens if you stop taking it i don't know
1770720	1774720	there's many different people who give you well what's your experience a theory between
1774720	1780400	addiction and habit but yeah i mean i could stop if i didn't want to you know and i was forced to
1780400	1786560	a few times so i mean went off and on them um but it was just easier than buying off the streets
1786560	1791920	the doctors would give it to you you know you're getting you know it's reliable makes you happy
1791920	1796560	get through the day i'm not miserable i've got this described here as an addiction is that do you
1796560	1806640	think that's unfair no it's not unfair um i would say more you know uh tool but um okay i mean it's
1806640	1812640	the opiate addiction right i mean all i know that is what i read and it's like obviously extremely
1812640	1817440	addictive well i mean i think about just think about alcohol in terms of alcohol yeah but it's
1817440	1822080	a lot more addictive than alcohol isn't it it depends on the person then okay fair enough so
1822080	1826960	hate oxycodone some people love alcohol they hate all other drugs but yeah okay you know some people
1826960	1834240	hate and i'm the other the flip side of that yeah um okay so september 2016 you go to a
1834240	1841440	vote-of-fun store to get a new sim card and guess what happens in prog yes okay so your turn i got
1841440	1848160	pulled over by the interval people remember i tell me tell me the license plate number i went to sleep
1848160	1855680	in uh somewhere between nuremberg and prog and i had already been pulled over for a speeding
1855680	1862080	through a checkpoint when i was going to lugano and they took my passport i told them that i was a
1862080	1866800	journalist and i was doing a story on montia pasca and i showed them all the documents i had
1866800	1871520	etc etc and they they bought my story and they said okay well just don't go through fast these
1871520	1875760	checkpoints and how long you've been in this country by the way let's go back and forth it's
1875760	1880560	like well you need proper visa to be to be staying here longer than three weeks so it's okay i'll
1880560	1884560	coming back through again i said well you can't come back through again it's the thing you have to
1884560	1888880	actually you know i didn't pay attention to them i just kept going back through the they're all
1888880	1895200	shagging countries you're supposed to be allowed to do this i don't understand the issue um but and
1895200	1901200	then i at this last point that we're talking about now i'm going to prog i pull over at like a rest stop
1901200	1906800	during the day to just sleep in the car and snore a couple more of the oxys and just because i was
1906800	1912560	fucking exhausted um and i wake up and there's they're knocking that well actually i wake up i
1912560	1918560	saw them pull in i was already up i was listening to some podcast Neil deGrasse Tyson this fucking
1918560	1923440	podcast was getting through all this shit it was it's a good podcast um and the car pulls in
1923440	1929280	in front of me and it's another bmw and that just it's like an undercover copper i don't know how
1929280	1935600	they do it in germany or in interpol um and this sort of short-stop guy comes out and this sort of
1935600	1943200	tallish elderly or older blonde woman uh the woman can speak english the other guy cannot and he's
1943200	1950560	carrying a gun and they've got official documents saying that they're uh with interpol and but in
1950560	1956800	conjunction with uh a german something that bnd here i don't know whatever german state
1957440	1961280	running agencies and they're one of what i'm doing here why i keep going over the
1961280	1964640	the border so many times can't there's so many times can they search my car
1965360	1970240	i'm like dude i'm just a guy you know i'm a journalist i'm trying to figure out the story
1970240	1973440	because i don't want to talk about my dad so i just it's just easier to say i'm a journalist at
1973440	1978720	this point it's my cover it's like you know i'm just i can show you all what i'm working on here's
1979680	1985200	here's search me on the internet so i i am who i am here's my passport
1985200	1990400	do nothing wrong um they say well you've been going over the border waits many times you
1990400	1994720	cannot come back to germany unless you get a proper visa and they say can we search your car
1994720	1999440	and i'm like well you can but take a look and i do the old the shirt from the electric
1999440	2006320	electric gulet acid test if you remember tom wolf and when neil castley gets pulled over by a uh
2007040	2012960	uh a cop anywhere in america he keeps the back of his car does a filthy fucking mess and he says
2013520	2018000	my license is somewhere in the back of his car officer please uh let me just find it for you
2018000	2022720	might take some time and he just keeps pretending to look for the license until they give up so i
2022720	2027120	say well yes of course you know i have all my travel documents and visa stuff and everything's
2027120	2032800	available right here somewhere in my luggage and they see the luggage piled up as you've seen piled
2032800	2038320	up beyond the convertible roof and then i pretend to start opening up from the trunk and i start
2038320	2043760	looking for oh no i've got everything right here you know i've got the press uh pass i think it's
2043760	2048880	just lied my ass up and they just sort of sat there and watched the the older guy was just new
2048880	2053200	ass full of shit but you couldn't really do anything and the woman they got some call about
2053200	2058240	something else and he heard them talking german and they said okay look just get a fucking visa
2058240	2062000	next time you're through here and they just wanted to verify and they didn't ask me if i
2062080	2066160	drugs in the car and i said i did and i have prescription for them and i showed them prescription
2066160	2072880	i got from the doctor in urnberg and that was enough for them at that point okay and then i cross
2072880	2078560	over and there's no there's no passport check to get into prod at that point right so you are
2078560	2083280	supposed to have a visa to be in the EU you don't you're a european citizens don't need visas to
2083280	2087600	travel between countries but americans after three months and i'd been there well over three months
2087600	2095920	at this point yeah okay so shakin or tushkin what's the word it's i can't even maybe it's shakin
2095920	2101760	it's the it's the treaty that allows open borders between european countries so okay anyway you're
2101760	2107440	in prog so yeah 2016 yeah you go to the vote upon story you get a sim card come back to your the
2107440	2112320	bmw convertible life cigarette prepare to drive away and all of a sudden out of nowhere comes this
2112320	2116960	hulking dude and asks what you do yeah and i remember feeling that there was something wrong
2116960	2122800	with that day as soon as i got into that that fucking that mall is like a check a mall in check
2122800	2128720	and then prod it's very strange just looking for a vodafone and i felt like i was being followed
2128720	2134960	and i remember larry saying be careful and like god damn it i don't see you know i can't my skills
2134960	2139360	aren't that good to pick up on being followed and i don't want to live in this fucking paranoid world
2139360	2143520	that larry wants me to live in so like i'm not being followed not being followed but just the fact
2143840	2147840	that thought popped into my head at that specific time this means my instincts were up
2147840	2151760	and the alarms were going off and i probably should have listened to them but i just pretended
2151760	2156480	that it was my own paranoia and i don't really know what you could have done about it it's like
2156480	2161280	there's like that guy was like following the guy i mean i don't know he for some reason he waited
2161280	2167840	till i got into the car um right there so okay and you know where his car was it was parked right
2167840	2175840	across from mine you know so okay so as this guy's attacking you and obviously i've seen the video so
2175840	2182160	there's uh the thing that keeps flashing through your mind is that this is deutcha that sent someone
2182160	2188160	to finally kill you no not deutcha the the mafia because of the everything i learned from luca
2188160	2193920	about montian poskey and the calibria mafia calibria mafia i thought this is a mafia fucker
2193920	2199200	because he was italian and it just came from fucking i've been spending all my time translating
2199200	2204960	by hand pdf documents that were scanned from montian poskey david rossi's emails and just the
2204960	2209520	antevented to deal everything that he gave me you've seen it thousands and thousands of fucking pages
2209520	2213760	so i've got italian mafia in my head i just have been to legano to try and get the search
2213760	2219760	of your money looking at the at the banks that have david rossi was dropping these his bags of
2219760	2225200	cash off so i'm thinking mafia mafia mafia here's an italian doesn't speak a word pulling me out of
