start	end	text
302120	307240	does not just okay she you're telling your story walking around the city she's
307240	311080	recording that on her phone and kind of interrupting from time to time to point
311120	314600	out like ruined or church is kind of giving you a little history tour you
314600	319800	occasionally excuse yourself to the bathroom for oxy you end up at the
319800	325760	Colosseum right for midnight fireworks beautiful and you didn't spend New Year's
325760	331160	Day roaming as well and finally you've kind of developed a bond with her and
331160	338040	offer her a look inside your father's files she leaves Rome lies back to
338040	343640	wherever and prostitutes back in touch right okay so a couple days later or
343640	349160	few days later you leave Rome and head to Lisbon because a lot less expensive
349160	354280	obviously no I was sort of parted out I mean Rome was fun Rome was a good time
354280	358160	and there's a couple of things we missed with my others another FT guy that got
358160	364680	ahold of me forgot his name I had pictures of him he came to Nuremberg to
364720	369120	meet me for to look over some files I had about Monty Poskey specifically James
369120	381160	Schauder I said to TTR so when she said she was from FT Samantha Sheldon I thought
381160	386040	oh maybe it was from James Schauder that she got the information but she never
386040	390400	heard of James Schauder apparently so that was no that sort of made me more
390400	393240	comfortable worth of the FT and I've heard James Schauder you've heard James
393560	398480	like regular byline in the FT really yeah the odds of Samantha Sheldon work
398480	403320	at the FT and had not did not know a person like that is I would say
403320	408400	impossible well and so she told me so but that's what I had thought originally
408400	412800	that she did that's where they got my information okay so you're partied out
412800	417760	you move to Lisbon right you go to Lisbon you get another Airbnb room no
417760	421200	but remember this is there's a good stories here because I actually spent
421240	426600	time playing music live at the place called San Belushi like name of John
426600	429880	Belushi is a Italians love John Belushi so the name is bar called San
429880	435080	Belushi and they invite me to play every fucking every night it was fun and I
435080	440040	played and I jammed with all these great Italian musicians and there's a
440040	445000	couple of famous Italian actors too and I got a bar fights and right broke out
445000	449400	I was playing piano for the riot just for fun it's really high and there's
449440	455240	beautiful girl I think I sang her info too and it was fun it was a lot of fun
455240	460320	and then Landon starts calling me around the same time and Landon wants to do
460320	467480	the story this is prior to Samantha Sheldon showing up and Landon and I are
467480	472480	working on the story for Deutsche Bank and when it gets published in the
472480	477000	year's day I'm a bit upset and the Samantha Sheldon is aware of the story
477000	480000	being published as well be careful be careful
480000	483920	listen here at times Landon Thomas seems like a big guy knows what he's doing
483920	487560	it's upset with the story because it was not very well written this wasn't
487560	491240	exactly what I expected it was really it just sort of me under didn't have any
491240	496800	purpose so I was a bit upset with him about it I let him know I sent you the
496800	502080	emails I sent him he lied and told me that he had permission from Anshu to
502080	505400	quote from the note I said I would only give you the note if you get Anshu's
505400	509680	permission you need to just why don't you just get it from Anshu he's gonna keep
509680	513160	your permission but if he does not want to share with you personally I need you
513160	516440	to call him and get permission because I'm not gonna do it for you and he said
516440	521360	yes I talked to Anshu and Anshu said can you use selections from the note that he
521360	526560	left your father I said okay then go for it and so I okayed it and then the
526560	531080	story ran and then I hear from Anshu's people so we never okayed this and then
531080	536560	sent you this email too I got from Anshu's lawyers I'm not sure I think I
536560	541800	sent it to Vile sent it again and they said we did not okay this with Landon and
541800	547040	yeah but just in etc. just to play devil's advocate it's not I mean I have no
547040	551840	idea what happened yeah it would not be the first time that someone in the
551840	555080	situation of Anshu's people would have lied I'm not saying that is what happened
555080	558480	I have no idea but it's no but Landon backtrack said I didn't hear from Anshu
558480	562640	directly I heard from his lawyers yeah but they made it seem like it was okay
562640	566920	Landon that's very different than saying Anshu said it was okay and it's very
566920	569880	upset about it I wrote a whole thing I want to give it to the fucking editors
569880	575760	New York Times but I didn't cuz I wanted to spare Landon it's like it's a poor
575760	580440	landing I didn't want to destroy his I didn't want to get him in trouble I just
580440	583040	wanted to let him know I was upset so I wrote the letter to the other and just
583040	586560	gave it to him and this is why I'm upset I'm not gonna send it to anyone else but
586560	594560	I want you to know this is piss me off for future things that you did okay so yes
594560	599600	you go to Lisbon go to Lisbon you're renting an Airbnb room yes okay money
599600	606880	and oxy nearly exhausted yes what are you gonna do you call Sheldon I'm in
606880	611800	trouble you say but keep in mind Sheldon I've been talking like a couple times a
611800	617160	week yep yeah constant texting well this is much later right this is like this
617160	620880	is a maybe month it's less than a month well yeah it's about a month no it's
620880	626720	less than a month like it's probably three or four weeks later so you you call
626720	630440	her you say I'm in trouble I don't know what to do you need money you don't have
630440	634600	anything to your name other than your dad yeah I said at this point like is there
634600	638040	anyone you know that would be interested in buying this stuff like I can maybe I
638040	643400	could monetize yeah instead of giving everything away for free she calls back
643400	647480	she says she has an idea she called back in a couple hours says I have someone
647480	651600	who might be willing to pay he's looking for stuff against Trump right you say
651600	658120	great yeah some are watching inauguration at that point too and this
658120	662360	is 30 minutes later the inauguration is disturbing so I bring it up just to watch
662360	667880	this happening so you get off the phone with her half an hour
667880	674000	later it's a little after six o'clock your time in Portugal your phone rings
674000	681280	January 26 January 27 2017 3rd anniversary dead suicide so two years to
681280	690760	the day ago from today and it's Glenn and Glenn Simpson calls me and here this
690760	699720	is his laptop by the way still untouched well I haven't altered it I still
699720	705440	have his passwords down there it's the database that he created for my dad's
705440	710160	files and a couple of fake email addresses he made for himself he's got
710160	718880	like a 50 fucking Gmail addresses one called nada nada at Gmail what wait why
718880	723600	and why do you is this a special laptop that he had just for the purposes of your
723600	727480	dad stuff so it was it's like blank other than that it's like other than that
727480	731800	well I mean the key chain has passwords is house Wi-Fi and other passwords that
731800	736600	are relevant oh the trouble you could cause I know which I did not cause any
736600	741680	when I did not I mean I could have sold it to Russians or the Republicans just
741680	747880	truck grass you know I did nothing Marie now is using it for her to email
747880	754680	people okay so and incidentally just see we've all got a chronology story yeah
754680	761560	this is he calls you on the January 26 this is about two weeks after the steel
761560	765760	dossier was published by BuzzFeed yeah and so Glenn at this point is like
765760	768960	which I don't know man of mystery yeah yeah and I heard about it I was like oh
768960	775400	good I like this right yeah exactly it's other things I didn't know for sure you
775440	780440	know he seems like it could be a CIA guy man I didn't know what was going on yeah
780440	784920	Glenn sometimes comes across a bit mysterious yeah a little bit I mean
784920	788600	especially if you haven't met him so I mean just do my research on him before
788600	792320	for I meet him who's kind of like okay maybe he's a little shady I don't know
792320	798120	if I trust this guy sending me to some you know weird place in Texas because he
798120	803320	wanted to go to Dallas you wanted to go to me in Florida it's like
804040	809760	so what let's just hang on let's yeah let's take it so he calls you and you
809760	817080	guys have a quick conversation and he says what do you have on Trump and you
817080	820440	basically don't go into detail you just say you like tons of information about
820440	825080	all sorts of things in Deutsche yeah okay and I tell him I don't know I said
825080	828880	many reporters been asking me and I do it let me bring out the phone with all
828880	836000	and let's just pause it again and break it up
