start	end	text
242000	243000	Sure.
243000	244000	Okay.
244000	245000	Sure.
245000	246000	I'll miss you.
246000	247000	We'll keep you.
247000	249000	You want me to put some of this on this guy?
250000	251000	Yeah.
260000	262000	He's covered in this.
264000	265000	Okay.
270000	272000	I'm going to tell him we're outside in the parking lot.
274000	276000	You said it's cool to meet him, you can meet him.
276000	278000	We're outside in the parking lot.
281000	282000	Drop off your air.
283000	284000	Yeah, too.
285000	286000	Drop off your air.
288000	290000	Red Mini, you can't do this here.
291000	292000	Where is it?
293000	294000	Here.
294000	295000	What's up?
295000	296000	Okay.
296000	297000	Where is that?
297000	298000	I'm worried.
298000	299000	Aw, thank you.
299000	300000	Perfect.
300000	301000	Oh, yes.
301000	302000	Good idea, baby.
302000	303000	What?
303000	304000	That's a good one.
304000	305000	I like the pie.
305000	306000	Nice.
306000	307000	Okay.
307000	309000	You're not switching too much.
309000	310000	I am so hot.
311000	313000	There will be air con inside.
316000	317000	My story.
318000	321000	It's a cool thing because it's like an internet joint.
321000	322000	Yeah?
323000	324000	Look.
324000	325000	Super elegant.
325000	327000	You look super cool.
327000	328000	Super stylish.
329000	330000	Super fashionable.
330000	331000	I like it.
332000	333000	I need you.
333000	334000	It's the best thing.
334000	335000	Not as bad as me.
335000	337000	Do you want one of these or do you have another one?
339000	340000	Yes, good.
340000	341000	Well done.
341000	342000	Perfect.
342000	343000	Good, good, good.
343000	344000	That's what I'm talking about.
345000	346000	Smart.
346000	347000	See you again.
347000	348000	Thank you so much.
348000	349000	Thank you.
349000	350000	I'll give myself a bit.
350000	351000	Pipe.
351000	352000	That's what you can't use.
352000	354000	You have a band on your arm.
354000	355000	Is it your boyfriend?
355000	356000	Is it your husband?
357000	358000	Is it your boyfriend?
358000	359000	No, no, no.
359000	360000	Is it your controlling boyfriend?
362000	363000	They looked at me.
363000	364000	They were like...
364000	365000	Who?
365000	366000	Nothing.
366000	367000	What was the thing?
367000	368000	You have a band.
368000	369000	I just...
369000	370000	I did not know what it was to me.
370000	371000	Look, what did they...
371000	372000	Is it like...
372000	373000	No, I was cooking and...
373000	374000	They mean anything about it?
374000	375000	No, no.
375000	377000	They just looked at me and looked at me and looked at me.
377000	378000	Okay.
380000	381000	Hello.
382000	383000	How's my hair?
383000	384000	It's okay.
384000	385000	What's it?
385000	386000	It's okay.
386000	387000	Don't worry about it.
387000	389000	It just makes my hair look a little stupid.
389000	390000	It's okay.
390000	391000	It's weird.
391000	392000	It's okay?
392000	393000	We need some sun.
393000	394000	I know.
395000	396000	We need some sunglasses.
396000	398000	Oh my God, yeah.
399000	400000	Maybe we can do that today.
400000	402000	Oh, can you make appointments at the Apple Store for us?
402000	403000	Soon after your...
403000	405000	Your thing, we can go directly to the Apple Store.
405000	407000	You get a new pair of glasses.
407000	409000	We can go directly to the Apple Store.
409000	410000	You get a new phone.
410000	412000	So we're not being hacked by everybody.
412000	414000	Yes, you do, because you're hacked by everybody.
416000	417000	Okay.
417000	418000	No, but in your ear.
418000	419000	Oh, yeah?
419000	420000	Did you get them?
420000	421000	I don't...
423000	424000	I'm sorry.
424000	425000	What are you doing?
425000	426000	No, but they're in there.
426000	427000	Oh, okay.
427000	428000	I know, it's annoying, but...
428000	429000	Not helpful.
430000	431000	It's really loud.
433000	435000	It's really, really super loud, baby.
435000	436000	I'm sorry.
436000	438000	You just can't blow my ears like that.
439000	441000	All right, so where are the plans today?
443000	444000	Today's plans.
444000	445000	Okay.
445000	446000	You're gonna do this.
446000	447000	Y'all on goes.
447000	448000	You might pick me up.
448000	449000	You might not.
449000	451000	So I'll take Uber and then go to...
452000	453000	Oh, shit.
454000	455000	Oh, no.
455000	456000	I left it inside.
457000	458000	Yeah, I need my keys.
461000	462000	Oh, there's the Fanta.
462000	463000	The pineapple Fanta?
463000	464000	Yeah.
464000	465000	Ah.
465000	466000	Wonderful.
466000	467000	Thank you.
467000	468000	Perfect.
469000	470000	Oh, no.
475000	476000	One, two, three.
476000	477000	I got it.
478000	479000	Do you have to go?
479000	480000	Yeah, well, he's gonna come.
480000	481000	All right?
481000	482000	I told him Red Mini, you can't miss us.
482000	483000	Good night.
483000	484000	Yeah, just leave it here.
484000	485000	Yeah.
485000	486000	Put on the hazards.
486000	487000	Put the hazards on.
488000	489000	Nice.
489000	490000	Lock it, yeah.
491000	492000	Mr. Reed.
493000	494000	Mr. Reed.
495000	496000	Mr. Reed.
497000	498000	Hello, Mr. Reed.
498000	500000	There are four lights.
501000	502000	Do you have the lights on?
502000	503000	Yeah.
504000	505000	Yeah, running.
506000	507000	It's going right now.
509000	510000	What about this back?
510000	511000	See the back?
511000	512000	It sticks out?
512000	513000	I don't have the key.
513000	514000	No.
514000	515000	I don't have the key back.
516000	517000	I don't have the key.
517000	518000	I don't have the key.
518000	519000	Are you sure?
519000	520000	I don't know.
520000	521000	I don't know.
521000	522000	You can fix that.
523000	524000	You did great.
524000	525000	You did great.
525000	526000	Oh, here we are.
527000	528000	Hello.
528000	529000	Hey.
529000	530000	It's Daniel.
530000	531000	David.
531000	532000	David Koh.
532000	533000	Nice to meet you.
533000	534000	Cheers.
534000	535000	This is Mary High.
535000	536000	I'm sorry?
536000	537000	I'm sorry.
537000	538000	Oh, good play.
538000	539000	All right, Bo.
539000	540000	Nice to meet you.
540000	541000	Yeah, good to be here.
541000	542000	I'm sorry.
542000	543000	I'm sorry.
543000	544000	Remember I spoke the other night?
544000	545000	Yeah.
545000	546000	It's all right?
546000	547000	It's all right.
547000	548000	It's all right.
548000	551000	She almost killed me like five times getting here.
551000	554000	She's French and a woman.
554000	556000	She's got two cliches against her.
556000	557000	French and a woman.
557000	559000	Well, there's your first go.
559000	560000	Enjoy.
560000	561000	Enjoy.
561000	562000	I got it.
562000	563000	I got it.
563000	564000	Oh, careful.
564000	566000	Remember to shake on my back.
566000	567000	Thank you.
567000	568000	All right, guys.
568000	569000	Thanks.
569000	570000	How's it going?
570000	571000	Good, good.
571000	572000	Boeing.
572000	573000	Is that your name, is that it?
573000	574000	Yeah.
574000	575000	Like the...
575000	576000	Oh, where's my mask?
576000	577000	Yeah.
577000	578000	The company, right?
578000	579000	Yeah.
579000	580000	Look at it.
580000	581000	Do your parents...
581000	583000	Is that the one staff that comes down?
583000	584000	Oh, my God.
584000	586000	There was some, but not for LA.
586000	587000	Okay.
587000	588000	Really weird.
588000	589000	So easy.
589000	590000	Cool.
590000	591000	Yeah.
591000	592000	Yeah, it was part of our strategy.
592000	593000	Lightened up a little bit.
593000	594000	Sorry I'm late, though.
594000	595000	Oh, come on.
595000	596000	It's like LA.
596000	597000	You're from here.
597000	598000	It's...
598000	599000	You're not from here.
599000	600000	No, no, no.
600000	601000	Not me.
601000	602000	Not from here.
602000	603000	We're going to get you a visitor, guys.
603000	604000	What?
604000	605000	Is there a visitor?
605000	606000	Come on in, sir.
606000	607000	I have a photo of it.
607000	612000	I need a physical ID, unless you guys are okay with that.
612000	616000	This is actually my fault because I lost my drugs license a few days ago.
616000	617000	I don't know where it is.
617000	618000	It's in a bookshelf.
618000	619000	It's on my bookshelf.
619000	620000	It's okay.
620000	621000	You guys are okay with that?
621000	622000	Okay.
622000	623000	Just go ahead and place all your items here in the bin for me.
623000	624000	Okay.
624000	626000	Okay, now do you want to let you know you were entering the federal facility?
626000	627000	Okay, we are conducting.
627000	628000	Sir, one second.
628000	629000	Okay, listen to me.
629000	631000	I'm not done with this inspection, okay?
631000	632000	Okay.
632000	633000	We are inspecting for weapons and explosives.
633000	634000	You have nothing like that on you?
634000	635000	No, I don't.
635000	640000	You can still carry any tools, knives, pepper spray, nothing like that?
640000	641000	Okay.
641000	642000	Let's do your belt off.
642000	643000	Oh, great.
643000	644000	Okay.
644000	645000	I'm going to have you take off your coat.
645000	646000	Sure.
646000	647000	Sure.
647000	648000	No problem.
648000	653000	You guys, what are you doing?
653000	656000	Do you have any electronics?
656000	657000	Okay.
657000	658000	No, they're all in here.
658000	659000	Okay, put them separately, boss.
659000	660000	Separately from your bag.
660000	661000	Okay.
661000	662000	You can put them right here with your document.
662000	663000	Put your document here.
663000	664000	Put your document right there, okay?
664000	665000	Okay.
665000	666000	I'll leave them in the bag.
666000	667000	You want to take them out of there?
667000	668000	Take them out of there.
668000	669000	Okay.
669000	670000	I brought some stuff.
670000	671000	He said don't bring anything.
671000	672000	I thought you marked it.
672000	673000	I thought you were just being polite.
673000	674000	I brought a little stuff for you.
674000	675000	Okay.
675000	676000	Okay.
676000	677000	Okay.
677000	678000	And nothing else on you?
678000	679000	Nope.
679000	680000	Okay.
680000	681000	Just go ahead and...
681000	682000	Oh, wait.
682000	683000	I don't mean anything.
683000	684000	Yeah, everything out of your pocket.
684000	685000	Okay?
685000	686000	Okay.
686000	688000	So you have nothing with your name on it?
688000	689000	I do.
689000	690000	Okay.
690000	691000	But I'll show it to you on my phone.
691000	693000	I'm going to have my wallet full of cards.
693000	694000	Oh, okay.
694000	696000	Just hang on to it for now, okay?
696000	697000	That's fine.
697000	698000	Stand right over there, okay?
698000	699000	Give me one second.
699000	706000	One second.
706000	721000	I didn't know how to play dirty support.
721000	722000	Okay.
722000	723000	Go ahead and walk through, sir.
723000	724000	Straight through, okay?
724000	725000	Okay.
725000	726000	There we go.
726000	727000	Okay.
727000	729000	You said you have a picture of your ID or something like that?
729000	730000	Yes, I do.
730000	731000	Okay.
731000	732000	I'm going to give you...
732000	733000	Just my recessions.
733000	734000	I want to see that because they can make you a badge.
734000	735000	Of course, sir.
735000	736000	Here's my phone.
736000	737000	Okay.
737000	738000	Give it to the receptionist.
738000	739000	Oh, wait.
739000	740000	They're going to want my phone.
740000	741000	Okay.
741000	742000	Give it to the receptionist.
742000	743000	Okay.
743000	744000	Give it to the receptionist.
744000	745000	Oh, wait.
745000	746000	They're going to want my phone.
746000	747000	Okay.
747000	748000	Okay.
748000	749000	Give it to the receptionist.
749000	750000	Oh, wait.
750000	751000	They're going to want my phone.
751000	752000	Okay.
752000	753000	Okay.
753000	754000	What are the rules for the mask?
754000	755000	Keep it on.
755000	756000	All times?
756000	757000	Sure.
757000	758000	Okay.
758000	759000	Okay.
759000	785000	Ma'am, thank you for following me.
785000	795000	It's much, much, much easier than it was last time I was here.
795000	796000	Sorry?
796000	797000	This is me.
797000	798000	It's new, huh?
798000	799000	Yeah.
799000	800000	That's why.
800000	803000	This used to be called a coffee.
803000	804000	Oh, yeah.
804000	806000	And there's a guy selling coffee over here, too.
806000	807000	Right?
807000	808000	Yeah.
808000	810000	If that doesn't, I'm not going to go.
810000	811000	Anyway.
811000	812000	Yeah, okay.
812000	814000	Is there still coffee inside?
814000	815000	No.
815000	816000	Oh, do you need coffee?
816000	817000	I'm going to get some coffee.
817000	818000	Yeah.
818000	821000	I don't have to go through all this again, do I?
821000	822000	No.
822000	823000	Okay.
823000	824000	You guys want anything?
824000	825000	Oh, I'm good.
825000	826000	Okay.
826000	827000	No?
827000	828000	Okay.
828000	829000	Um, coffee.
829000	830000	Yeah.
830000	831000	Sorry.
831000	832000	Just, you know.
832000	833000	Do you need it on your bag?
833000	834000	I like that.
834000	835000	Yeah.
835000	836000	It's a gift from Marie.
836000	837000	Oh, cool.
837000	838000	Yeah.
838000	839000	She's a good friend.
839000	840000	Yeah.
840000	841000	She's a good friend.
841000	842000	Yeah.
842000	843000	Yeah.
843000	846000	She's, uh – she's learning.
846000	848000	She's very jealous.
848000	850000	Really wanting to come and hang out with you guys.
850000	851000	Oh, yeah.
851000	852000	She's so married.
852000	854000	She's like, but I speak eight languages.
854000	855000	You know?
855000	856000	Eight.
856000	858000	Which languages?
858000	862000	Oh, uh, uh, English, I know, right?
862000	867000	English, Swiss, French, German, Spanish, Portuguese, Italian.
867000	868000	Huh?
868000	870000	And I think she – uh, Chinese.
870000	876000	I apologize, I think because of like Chinese pandemic stuff, usually they're coming here.
876000	880000	Oh, oh really? In the break room upstairs to the floor?
880000	881000	Yeah, you know what there is.
881000	883000	Oh, perfect, okay.
884000	885000	Good morning gentlemen.
885000	889000	Good morning. We have a visitor here, and he's from...
890000	891000	Thank you.
894000	895000	Cheers.
895000	896000	Can you see my partner?
896000	897000	Thanks.
898000	899000	You guys want to do this again?
899000	900000	Oh, okay.
900000	901000	Thank you.
901000	902000	Thank you.
908000	909000	Cool.
912000	914000	Does everyone make fun?
914000	915000	Um...
915000	916000	Really, huh?
916000	920000	Yeah, usually you'll feel comfortable here because of your game console.
920000	921000	Oh, dang it.
921000	926000	You know, I get to meet about a fun man or two different people.
928000	930000	I remember this tent floor.
930000	932000	I handed my stuff, we go to another one over there.
932000	934000	Exactly, same thing.
934000	938000	And then what we just handled over there used to be handled on a tent floor.
938000	939000	Yeah.
939000	940000	Yeah.
940000	942000	So that girl's no longer working here?
942000	943000	It's a floor lady?
943000	944000	Oh, it's always changing.
944000	945000	She's so nice.
945000	946000	Super nice.
946000	947000	Oh, that could be it.
948000	949000	Yeah.
951000	952000	Still not.
952000	953000	Are you guys there?
953000	955000	So, some of you are special agents?
955000	956000	Yep.
956000	957000	And you are DC3?
958000	959000	Uh, I'm not...
959000	960000	I'm not...
960000	962000	You know, I'm not part of their...
962000	963000	Oh, no.
963000	964000	Their hierarchy.
964000	965000	No, I'm not.
965000	966000	It's not the...
966000	968000	It's the general hierarchy.
968000	969000	In New York.
969000	970000	It's everything but Russia.
971000	972000	DC3.
972000	974000	Yeah, so it usually doesn't work in the same way.
974000	975000	Oh.
975000	976000	Yeah.
976000	977000	So different...
977000	979000	Different to a lot of different things.
980000	981000	Cool.
981000	982000	Oh, there.
982000	983000	I see what you're saying.
983000	984000	Yeah.
984000	985000	Yeah, yeah.
985000	986000	You remember that?
986000	987000	I do.
988000	989000	Oh, wait.
991000	993000	It's my natural that's supposed to...
993000	994000	Oh, right.
996000	997000	Thanks.
998000	999000	Okay.
1001000	1003000	What's going to do with it?
1004000	1006000	I wonder if we're all thoroughly...
1006000	1008000	What's going on?
1011000	1013000	Did you get a chance to...
1013000	1014000	There were four lights.
1014000	1015000	Clever.
1015000	1016000	I liked it.
1016000	1017000	I liked it.
1017000	1018000	I'd love you to get the reference.
1018000	1019000	Oh, I got it.
1019000	1020000	I got it.
1020000	1021000	That's what it is.
1021000	1023000	That's supposed to make a random number.
1023000	1024000	Yeah, that's good.
1024000	1026000	One, two, three, four, five, six, whatever.
1026000	1028000	I was surprised you spelled out four, though.
1028000	1029000	Oh, I think...
1029000	1031000	Because I never thought we'd take anything.
1031000	1032000	Oh, it was?
1032000	1033000	Oh, okay.
1033000	1034000	Yeah, that's how it is.
1034000	1035000	It's good.
1035000	1037000	Well, you read the call of Winston.
1037000	1038000	It's from Winston.
1038000	1039000	And he's being tortured.
1039000	1040000	Right.
1040000	1041000	Writing in the floor.
1041000	1043000	It's a portless floor.
1043000	1044000	A two-plus-two-plus-four.
1044000	1045000	Interesting.
1045000	1046000	No.
1046000	1048000	That's the one where there are five lights.
1048000	1051000	And he makes cards saying that there are four.
1051000	1052000	Oh, no.
1052000	1054000	He makes them say that there are five lights.
1054000	1055000	I know, but that's...
1055000	1057000	But it's taken from 1984?
1057000	1058000	Yes.
1058000	1060000	Right after the record.
1060000	1062000	Right after the record.
1066000	1067000	Nice.
1074000	1075000	Cool.
1077000	1079000	He probably grabbed all the stuff.
1079000	1080000	Okay.
1082000	1083000	Is there another room?
1083000	1084000	Yeah.
1084000	1086000	I think I might have a bigger...
1086000	1087000	No, it's okay.
1087000	1089000	I like the other side of the room.
1090000	1091000	Sorry, this side.
1092000	1093000	That's a big one.
1093000	1094000	It's gonna be good.
1094000	1095000	Hang on there.
1098000	1099000	I don't...
1113000	1114000	Cool.
1114000	1115000	Well, this is...
1115000	1116000	This is Thailand.
1116000	1117000	Thailand?
1117000	1118000	How do you do it?
1118000	1119000	Nice to meet you.
1119000	1120000	Can I take a hand?
1120000	1121000	Yeah, I know, it's a...
1121000	1122000	The virtual way, right?
1122000	1123000	Sure, sure.
1123000	1125000	Patty, are you from Houston as well?
1125000	1126000	No.
1126000	1127000	LA?
1127000	1128000	It's from LA.
1128000	1129000	Okay.
1129000	1130000	Do you like your coffee?
1130000	1131000	Lots of milk sugar.
1131000	1132000	Milk sugar?
1132000	1133000	Yes, please.
1133000	1135000	Can I take off my mask?
1135000	1136000	Good.
1136000	1137000	We casual here?
1137000	1138000	Okay.
1138000	1139000	I have one.
1140000	1141000	Take it really.
1143000	1145000	I just can't get the frogs up my glasses.
1145000	1146000	Yeah.
1146000	1148000	You do it with your fogger.
1148000	1149000	I know.
1149000	1150000	You know?
1150000	1152000	I've got some people with a mask.
1152000	1153000	Oh, yeah.
1153000	1154000	I've got a clear one.
1154000	1155000	Yeah, like a face shield.
1155000	1156000	Yeah.
1156000	1157000	But now they're saying,
1157000	1158000	oh, are you in the mask?
1158000	1159000	Yeah, I think so.
1159000	1160000	Right, right.
1160000	1161000	It's very, really.
1161000	1163000	Do you need both of them?
1163000	1164000	I don't know.
1164000	1165000	There are some.
1165000	1166000	There are some.
1166000	1167000	Yeah, that's a lot.
1167000	1168000	I can't wait for the last time.
1168000	1169000	I'm just gonna leave this.
1170000	1171000	Believe it or not,
1171000	1173000	Russia just did the other vaccine yesterday.
1173000	1174000	Of course they did.
1174000	1175000	I saw that.
1175000	1176000	I saw that too, right?
1177000	1178000	It's propaganda.
1179000	1180000	It's propaganda.
1182000	1183000	Oh, I'm sure.
1183000	1184000	I saw that too.
1184000	1185000	Thank you.
1186000	1187000	Good to care.
1188000	1190000	So I'm so excited to hear what this is about.
1190000	1191000	Yeah, yeah, yeah.
1191000	1193000	I don't think I can take it anymore.
1193000	1194000	It's like so thrilling.
1194000	1195000	I've got four guesses.
1195000	1196000	Can I guess?
1196000	1197000	Sure, you can guess it.
1197000	1198000	Okay.
1198000	1199000	Does it have to do...
1199000	1200000	I don't think it has to do with things.
1200000	1201000	It probably doesn't have to tell you.
1201000	1202000	It doesn't make you feel like that.
1202000	1203000	No, I'm just gonna double.
1203000	1205000	All right, let me see if I can read you.
1205000	1206000	Based on my guesses.
1207000	1209000	I don't think it's related to banking.
1210000	1211000	Okay.
1211000	1212000	Okay.
1212000	1213000	I think it's related to hacking.
1213000	1214000	Okay.
1214000	1216000	I think it has something to do with Emma.
1216000	1217000	Okay.
1217000	1218000	How am I?
1218000	1219000	I'm close?
1220000	1221000	I couldn't read you.
1222000	1224000	Well, no, you're getting a different one the first time.
1224000	1225000	Your eyes went to the right.
1226000	1227000	Usually, eyes up to the right,
1227000	1228000	you're creating something.
1228000	1230000	Down to the left, it acts as a memory.
1230000	1233000	So, everything I've read and studied about that
1233000	1234000	is actually co-pulsion.
1234000	1235000	It is co-pulsion.
1235000	1236000	You've got to know the person who does that.
1236000	1237000	It is true.
1237000	1238000	You've got to get a baseline with the person first.
1238000	1239000	Whatever.
1239000	1240000	It's not like global.
1240000	1241000	Because you think about it,
1241000	1242000	if that was true.
1242000	1243000	Yeah.
1243000	1244000	Every co-returnment,
1244000	1245000	you'd be able to find out immediately
1245000	1246000	who's blocking the business.
1246000	1247000	That's true.
1247000	1248000	That's true.
1248000	1249000	Because detection of deception
1249000	1251000	is incredibly difficult, unfortunately.
1251000	1253000	Well, do you think so?
1254000	1255000	I think it's pretty easy.
1255000	1257000	It's a research issue.
1257000	1259000	If you know how you are deceptive,
1259000	1261000	then you will know how someone else is deceptive.
1261000	1263000	Except for certain type.
1263000	1264000	I would have to see.
1264000	1265000	Lisa?
1265000	1266000	So, there's different types of liars, too.
1266000	1267000	There's Machiavellian liars,
1267000	1269000	who will lie just a lot.
1269000	1271000	They'll lie because that's just what they did
1271000	1272000	every single day of their life.
1272000	1273000	Trump.
1273000	1274000	Then, on the other side of the world,
1274000	1278000	there's what you can call the Catholic school
1278000	1279000	boy or girl.
1279000	1282000	They've grown up with a fear of lying,
1282000	1283000	where anytime they lie,
1283000	1284000	they're like,
1284000	1285000	I just said that my name is David.
1285000	1287000	What does he think my name is?
1287000	1288000	The shame associated with guilt.
1288000	1290000	So, those are, yeah, exactly.
1290000	1293000	So, those are two very distinctly different types of liars
1293000	1295000	who lie very distinctly different.
1295000	1298000	So, for example, the Machiavellian liars
1298000	1299000	is harder to detect on the line.
1299000	1300000	Because it's constant lines.
1300000	1301000	There's no baseline.
1301000	1304000	And the opposite would be the Catholic school boy or girl
1304000	1308000	is harder to detect because they're constantly triggering.
1308000	1310000	Well, they honestly think that they're lying about something
1310000	1311000	even when they're not.
1311000	1313000	What about the sort of desperate liars
1313000	1315000	that are trying to stay alive?
1316000	1317000	Yeah, I mean, there's a lot.
1317000	1318000	That's what it means.
1318000	1319000	I've read a couple books on it,
1319000	1320000	and we've taken a couple classes.
1320000	1322000	Yeah, that's what I was curious about in your classes.
1322000	1323000	Do they teach that?
1323000	1326000	Do they teach a chronicle or something?
1326000	1328000	Like, that's a thing that I'm sure
1328000	1330000	can be used to see someone's life
1330000	1332000	and there are things that we'll do.
1332000	1334000	And there's things that I do
1334000	1336000	as part of my normal daily life.
1336000	1337000	Yeah.
1337000	1338000	Well, what I do is I ask you questions.
1338000	1340000	I know you'll post your name
1340000	1341000	when it's your birthday,
1341000	1342000	because they're at low.
1342000	1343000	No.
1343000	1345000	And then I'll see how you react to the honest question.
1345000	1347000	And then I'll ask you something I know you don't know,
1347000	1348000	and I'll see how you react to that.
1348000	1350000	And that's how I establish a baseline.
1350000	1351000	That's my method, though.
1351000	1352000	That's a good thing.
1352000	1353000	That's how I do it.
1353000	1354000	What about you?
1354000	1355000	You have polygraph, huh?
1355000	1356000	What's a polygraph?
1356000	1357000	No, no, I'm not.
1357000	1358000	I'm not.
1358000	1359000	I'm never taking polygraph.
1359000	1360000	I would like to if you guys weren't helping out.
1360000	1361000	It'd be fun.
1361000	1363000	But no, I just, you know,
1363000	1365000	I like people.
1365000	1367000	Well, actually, I hate people, but I like...
1370000	1372000	I love and I hate people,
1372000	1373000	but I like to study things.
1373000	1374000	I don't know.
1374000	1375000	Very cool.
1375000	1376000	Very cool.
1376000	1377000	That was nice of you,
1377000	1378000	we're going to bring you down here.
1378000	1379000	Yeah.
1379000	1380000	I guess you can call me
1380000	1381000	if you want to head back out or something.
1381000	1382000	I'm sorry?
1382000	1383000	Do you have to give her a call?
1383000	1384000	No, it's just got to work at one.
1384000	1385000	So she said,
1385000	1386000	is you going to go out
1386000	1387000	and just to write this letter
1387000	1388000	into the judge?
1388000	1389000	Yeah.
1389000	1391000	Well, he got screwed over by his fucking lawyer.
1391000	1393000	It's got to be Mike Kretzmer.
1393000	1394000	Mm-hmm.
1394000	1396000	He went so far as to...
1396000	1398000	He emailed Jim and Tammy
1398000	1399000	saying,
1399000	1400000	I am Val's counsel.
1400000	1401000	I am Val's attorney.
1401000	1402000	I'm Val's attorney.
1402000	1403000	I'm Val's attorney.
1403000	1404000	Interesting.
1404000	1406000	Yeah, because I saw your text this morning.
1406000	1407000	I saw that.
1407000	1409000	You know, he said he'd like to represent you,
1409000	1410000	but he's not, so...
1410000	1411000	Yeah, we had to fire him.
1411000	1412000	Yeah.
1412000	1414000	He was very condescending.
1414000	1416000	And there's something really wrong.
1416000	1418000	You see, I thought it was in L.A.
1418000	1420000	I mean, it's like a mafia.
1420000	1421000	They know each other
1421000	1422000	and they do whatever
1422000	1423000	the other person says.
1423000	1424000	It's very disturbing.
1424000	1425000	They want to mess it up however you want,
1425000	1426000	but you have to have it.
1426000	1427000	That's perfect.
1427000	1428000	Thank you.
1428000	1429000	Wonderful.
1432000	1433000	All right.
1433000	1435000	Well, I tried to guess what this is all about.
1435000	1436000	It says,
1436000	1437000	nothing to do with banking.
1437000	1438000	Okay.
1438000	1440000	And I think that's something to do with hacking.
1440000	1442000	And the name is Emma.
1442000	1443000	Oh, look.
1443000	1445000	I think I got the honor of being here.
1445000	1446000	You know what I mean?
1446000	1447000	You know what I mean?
1447000	1448000	You know what I mean?
1448000	1449000	Well, I mean, to the third guest.
1449000	1450000	Okay.
1450000	1451000	No, no, no.
1451000	1452000	Another guest.
1452000	1453000	Interesting.
1456000	1458000	Who's the third guest?
1458000	1459000	I think he's the fourth guest.
1459000	1460000	No, no, no.
1461000	1462000	Okay.
1462000	1463000	Yes.
1463000	1464000	Oh, there's a guest.
1464000	1465000	It's a match.
1465000	1466000	It's a match.
1466000	1467000	It's a problem.
1467000	1468000	Cool.
1468000	1470000	I guess, so,
1470000	1472000	what we're here for is mainly to see
1472000	1473000	how we can help you, right?
1473000	1475000	Because we need to find out.
1475000	1476000	So, you and I have talked,
1476000	1478000	I've talked with Patty and Bowling
1478000	1479000	about it lately,
1479000	1480000	but you should probably
1480000	1481000	re-match a little bit about
1481000	1483000	what the situation is right now,
1483000	1484000	how the hearing went,
1484000	1485000	and everything else.
1485000	1487000	Just make sure that we're all on the same page.
1487000	1488000	Because like I told you,
1488000	1491000	like, if we are going to be able to help,
1491000	1493000	we have to know how we can help
1493000	1494000	and how best to help you.
1494000	1495000	Okay.
