start	end	text
140080	141840	people that'd be great
141840	144200	uh... maybe ask him what you could
144200	149040	if there's what does he need what could he do to help to have this go away now
149040	152880	uh... and suss him out and he spoke with more lawyers and i probably have
152880	156560	this guy want money is this guy trying to drag this thing out to get more money
156560	158720	or is he uh...
158720	161160	a good lawyer i don't know what do you think
161160	165680	uh... and then also like he's trying to call jim and timmy to get them to say
165680	169440	we never spoke with sabba this is uh... someone made this shit up
169440	172640	and had he done that i think this morning and jim and timmy had picked up the
172640	173400	phone
173400	179840	i don't think there'd be a case
179840	182840	let me see this
182840	186240	remember what we talked about at first was that we need to keep
186240	189320	specifically my involvement
189320	192560	and i haven't told anybody
192560	196640	and i didn't think you would but the thing is if i tell your lawyer
196640	199280	your lawyer is also under no obligation to
199280	203640	not put my name everywhere and put in court documents that are publicly available
203640	204800	and things like that
204800	208680	so that's what we have to be careful on how we want to address it
208680	212760	uh... more than likely what i would do since he already talked to tim
212760	216720	i may have tim talked to him on my behalf or something like that or clarify
216720	218560	something
218560	220840	because tim's investigation is already
220840	225520	what it is and there's articles written about it and your guys or whatever right now
225520	226520	there's nothing
226520	228920	covert about what tim's doing
228920	230320	if i call him and i say hey
230320	233440	my name is david and i've never talked to this lady sabba and he's gonna be like
233440	235200	well who the hell are you
235200	239440	i'll say well i'm the agent of houston and like well why is he talking, why are you talking about?
239440	241800	and then he's like well you know
241800	243400	it leads down a lot of
243400	244400	of course
244400	245800	we don't want to go down
245800	251040	i'm just going off the plateau we hit last night when he said give me the
251040	255000	lawyer's number and perhaps you could call him if you come up with an idea so i thought
255000	258760	this would be a good chance
258760	262000	uh... i never got the lawyer's number
262000	266600	either i didn't write it down but usually if he tells me i write it maybe i said it and
266600	267320	he kind of like
267320	269120	oh no i never got it
269120	270520	i texted it to you
270520	272320	did you not receive the text yeah
272320	273320	oh no
273320	275320	let me take my text
275320	277000	i just picked my notes but i didn't see it
277000	279880	but uh... i'll double check my text again
279880	282960	yeah that would be a big problem if you're not getting these texts then they're going
282960	284960	to somebody else and that's not good i've got you
284960	287160	right here i'm talking to you now
287160	289000	and i've texted it to
289000	292000	uh... let me just double check
292000	293120	two eight one
293120	296400	two eight one four one four six two three three
296400	297400	yeah that's it
297400	298640	okay good
298640	302800	and by the way the uh...
302800	307920	congratulations on congressional medal of bravery that's amazing
307920	308920	it's very amazing
308920	311480	yeah unfortunately that's all out there yeah i know
311480	313480	pretty cool though man pretty cool
313480	315360	i felt a lot more confident when i read that
315360	316920	very good
316920	318800	top marks for you
318800	322680	that was something that we didn't really deserve to get we're just doing our job and there's
322680	323920	lots of other people who did
323920	326120	a lot more than i did i'll tell you that right now
326120	327280	yeah well said
327280	328760	good answer
328760	330000	good answer
330000	331960	um but yeah okay
331960	333760	yeah please let me know
333760	337080	yeah i'll double check some stuff i'm still doing some things so
337080	338080	like i said what
338080	340400	i'll probably come up with is
340400	345800	i'll have to find out what it is that we need to do to resolve the court situation
345800	348240	which unfortunately is not an easy list
348240	351240	just for my, i don't know, the day of
351240	353920	digging around and trying to figure things out
353920	356280	uh... it's not going to be something that's going to be resolved overnight
356280	357280	i know
357280	359240	i can only be honest with you
359240	362680	right i can't promise you the world if i can't give it to you
362680	365800	sure and i appreciate that
365800	369120	and uh... so right now i'm looking at things trying to figure out what
369120	371360	uh... what our best
371360	372880	get so to speak
372880	373720	uh...
373720	375160	did you know
375160	378640	did you know there's no due process in this court system this this dependency
378640	380400	court in this dcv
380400	384640	yeah it's a civil process which is different than a criminal process
384640	387040	uh... so criminal processes you know
387040	390320	it's beyond a reasonable doubt and that's the standard for conviction
390320	392560	civil court cases it's uh...
392560	395040	preponderance of the evidence i believe so
395040	396360	well but there was no evidence
396360	399640	you can go now you can actually go in with pure hearsay and this is what the
399640	404080	lawyer just just prove to us pure hearsay the neighbors can go say yes uh...
404080	408440	you know uh... these guys are these guys are shaving chipmunks every you know
408440	411000	that's what they do they shave chipmunks and they sell the hair
411000	415080	and then there's no proof for evidence but they have to accept that as fact
415080	417480	the judge has to accept it as fact
417480	418800	or as true
418800	419520	i don't think
419520	422440	well i don't think they have to accept it as fact but
422760	426440	the standard for evidence is a lot looser i know what you mean
426440	429800	in other words it just doesn't have to believe that that's true because obviously
429800	431240	you've got all sorts like
431240	433880	unfortunately like i said i've dealt with this before
433880	437320	you know crazy ex-spouses claim all sorts of stupid shit
437320	438280	and
438280	440440	luckily for the most part
440440	442680	uh... we can kind of cut through some of the bullshit
442680	444600	but
444600	448760	but what we'll talk about on wednesday is just trying to figure out if there's
448760	451400	you know anything else that we should know about
451400	453160	you know when we go and talk to them because
453160	455080	i don't want to look like a chapped ass if
455080	455560	you know
455560	457880	if we put a neck out on the line and say hey
457880	458600	you know
458600	460680	this is this is we know that valk
460680	463560	guy and he's not a serial killer and turns out you know okay i got
463560	465240	10 chopped up kids in the back truck you know
465240	467240	yeah yeah i got you
467240	468120	of course yeah
468120	471640	so uh but that's why on on wednesday we're gonna talk a little bit more
471640	472680	depth about that
472680	473480	about
473480	475000	what you can tell us because
475000	477960	you know the thing the other reason i uh is marina room right now
477960	479960	uh yes
479960	481480	okay
481480	483160	uh mary can you hear
483160	486040	hi yes i'm gonna have a sleep sorry she's half asleep though
486040	489080	it's been like we were up all night we're just about to go to bed now and
489080	490680	take a nap but
490680	491880	can you can you give me
491880	494280	i can go i'll go first you're right here hold on
494280	496680	i'll just give me a minute let me go outside
496680	498840	um
498840	500680	give it later uh mary
500680	502840	like the other side
505320	508840	okay hold on one second
509080	512520	oh the sunlight not good
512520	516520	oh man
517560	521080	okay let me take you out speaker to you um
521080	528520	uh how do i do that
528520	531000	uh speaker speaker
531000	534840	damn uh that's not a speaker
534840	538520	can you hear me are you on speaker you're still on speaker
538680	542120	i'm still here yeah i saw i don't know how to take out speaker now on the
542120	544200	stupid phone
544200	548920	oh i'll get there i'll get there okay well i just want to do this right
548920	552200	um don't want to risk anyone hearing me talk to you either
552200	557240	yeah of course
557240	560360	ah there we go okay here we go how's that
560360	572200	what you better yeah further okay
579800	583000	oh okay what
583960	590120	i'm sure sure well to be to be to be honest with you i
590120	593640	we talk about everything i mean i know she knows every every inch of my life
593640	597480	and i know every inch of her life and it becomes familiarity breeds contempt
597480	599880	as you know
599880	601880	so
610040	613880	yeah sure
620120	625000	you you're right and i should have told you sorry i should have told you that
625000	629880	and uh that's my bad that's my bad
635560	639880	yeah
641800	645400	that's what i figured yeah that's what i figured i'll have to give her a
645400	649400	different story though um i'm really bad at lying to her i can lie
649400	653160	really well to everyone else but not to her i so i have to figure out
653160	659400	half-truth
659400	665400	yeah
667000	673400	that'd be great
679400	683400	i was gonna even read my number as well okay
696840	701080	sure that's great that's very polite yes let's do that
701080	707400	that's a good idea
709880	713400	understood completely yes
718840	721400	okay
723640	727560	yeah well
727560	732120	september 29th is the next hearing um there's gonna be an
732120	735560	investigator assigned to our case and he's gonna investigate us
735560	739080	um they've already spoken with marlowe and marlowe loves me and he keeps telling
739080	743880	him how much they love me so that's the good news and then to steve chagrin he
743880	748280	does not like to hear that at all um but it's really nice it was really nice
748280	751720	to hear the psychiatrist say marlowe just loves val
751720	757000	um so that's really good and then and there's uh uh what else is there
757000	763240	so the so the judge i can't see or talk to marlowe until
763240	766920	i get special permission from the judge or the hearing that's pissing me off
767000	770680	that's like horrible and the thing that's five weeks from now
771240	775000	i'm not allowed to speak because of the allegations i'm not allowed to speak
775000	779000	to marlowe or even see him on the court well marie's allowed to see him three
779000	782680	times a week i can't even see him i can't even talk to him on the phone
782680	788440	i know i know it's not nice it's we're crying it was terrible it was just
788440	799960	terrible
809160	813960	and uh yeah she or he will deliver a report of some sort and uh the the report
813960	817880	will go to the judge and then the hearing will be based on that report the next
817960	831400	step yeah
838840	843400	okay
843400	846920	sure right
851160	854920	be great
864840	869720	yeah it is yeah it's exactly what they told what the our lawyer told the judge
869720	873160	and but the judge i was so frustrated to hear the judge has to take that
873960	879640	by law has to accept that report and that's and they must have known that shaba and the
879640	883880	others must have known that which is why they made it so severe i mean i do you still do you
883880	890200	mean to send i was i'm happy to send it to you but keep in mind it is ridiculous okay i just
890200	894280	worry i'm gonna be judged by this report that's why i'm afraid to show it to anyone because it's
894280	905640	so absurd um like like it's yeah it's it's yeah because you you seem like a clever guy
905640	910040	and you have that clever look on your face i saw in that photo and i said the mario
910040	918440	shit he's smart when i saw your photo i getting the metal and i saw versus well compared to the
918440	922680	other guys the other three guys and i said the mario shit this guy's smart
927960	936360	yeah no no no no i can tell you no i can tell you are sorry but i just want you so you can you
936360	941480	can read between the lines and you'll see that the you'll see i won't taint it for you by telling
941480	945960	you anything but you'll see for yourself um i'll send you that anything else you'd like me to send
945960	953320	you just let me know i have a surveillance tapes i have uh no sorry security camera tapes and i have
953320	958440	recordings of everybody so everything that i've refuted everything in there it's 90% of the
958440	963320	lives i can actually have documentary evidence to um to hand in which for some reason they would
963320	968040	not accept today but uh yeah so i'll send you that if you need to need as well
968760	970760	okay
974440	975160	perfect yeah
980280	980760	yeah no
986040	986280	right
988760	989240	exactly
989960	990440	yeah
993720	994200	wonderful
996040	999160	great great yeah i got pro-time mail to you sounds good
1000680	1006920	guys turn out the windblower okay i can go back in now oh okay i just kind of go back inside now
1008200	1017320	okay okay um no that's all i can think of at this moment i just uh i just uh no i'm sure if i think
1017320	1023000	of uh come up with something i'll let you know though yeah and same for you yeah
1027080	1031000	okay sure
1038600	1041000	right right
1048040	1051000	thank you
1058040	1059000	thank you
1063800	1070440	thank you i hope so yeah i certainly hope so and uh yeah let me know uh do i need to bring any
1070440	1078120	special uh materials anything you need for me computer anything okay data okay
1090280	1092120	sure okay
1100840	1107480	yep tell me don't worry about my feelings or anything you got it you don't have to worry about that
1107480	1114120	okay don't worry i don't want you thinking like oh baby's are full fast one of you i think
1114120	1121240	uh i didn't know i know i know i know i did have a paranoid thought last night i was like whoa
1121880	1126600	okay this is all set up because val talks too much and how are we going to keep val quiet and
1126600	1132040	work for us at the same time let's get marlowe in trouble let's have marlowe's uh thing at stake
1132040	1135960	and then we'll have val come in and then he will shut up he won't talk to anybody and he'll do what
1135960	1140440	we say but that was just a paranoid thought but of course i have to have it just rule it out
1140440	1145880	but i don't believe that's what's happening so don't worry don't worry about it but you know
1145880	1150920	i mean like i have to go i have to go through the whole gambit of possibilities after you know
1150920	1152600	when you're going through something like this yeah
1164600	1167480	excellent sure
1167560	1171480	because i want you to make like you're going to help us and we're going to help you on what
1171480	1176120	you'd interest me as much as i'm going to trust you uh because we don't trust each other
1176120	1181640	this whole thing goes to you goes to shit because you think i'm in your phones or doing something
1181640	1188600	yeah i know and i'm not i'm oh Jesus i'm not that paranoid although i i should
1189400	1191480	oh okay yeah i do i do
1191800	1194440	because that's the question and trust me they're like i know you've read all the like you know
1194440	1198280	the like dude i know there's no way i just marry you know i'm really i'm really
1198280	1201480	no no i i'm not i understand
1201480	1204040	you know what i'm going to say well we'll iron out all the details
1204040	1207240	get through all the questions you have and we'll be able to also get started and i'll
1207240	1212120	make kind of creative plans for what we want to do for you uh to make sure that the investigator
1212120	1216840	knows everything that he needs to know and make sure you know nothing weird comes up
1216920	1222360	okay perfect yeah that's great absolutely let's do it all right man i'm looking forward to it
1222920	1228680	yep okay thank you rick divan okay bye
